variable,variable_type,responses,question_standardized,response_standardized
Q3C350,Categorical,1,mother_vaginal_bleeding_post_delivery,yes
Q3C350,Categorical,2,mother_vaginal_bleeding_post_delivery,no
Q3C350,Categorical,9,mother_vaginal_bleeding_post_delivery,dk
Q3C360,Categorical,1,placenta_not_delivered,yes
Q3C360,Categorical,2,placenta_not_delivered,no
Q3C360,Categorical,9,placenta_not_delivered,dk
Q3C365,Categorical,1,breeched,yes
Q3C365,Categorical,2,breeched,no
Q3C365,Categorical,9,breeched,dk
Q3C370,Categorical,1,long_labour,yes
Q3C370,Categorical,2,long_labour,no
Q3C370,Categorical,9,long_labour,dk
Q3C380,Categorical,1,attempt_terminate_pregnancy,yes
Q3C380,Categorical,2,attempt_terminate_pregnancy,no
Q3C380,Categorical,9,attempt_terminate_pregnancy,dk
Q3C390,Categorical,1,abortion,yes
Q3C390,Categorical,2,abortion,no
Q3C390,Categorical,9,abortion,dk
Q3C400,Categorical,1,birth_health_facility,yes
Q3C400,Categorical,2,birth_health_facility,no
Q3C400,Categorical,9,birth_health_facility,dk
Q3C410,Categorical,1,birth_home,yes
Q3C410,Categorical,2,birth_home,no
Q3C410,Categorical,9,birth_home,dk
Q3C420,Categorical,1,birth_other_location,yes
Q3C420,Categorical,2,birth_other_location,no
Q3C420,Categorical,9,birth_other_location,dk
Q3C430,Categorical,1,mother_assisted,yes
Q3C430,Categorical,2,mother_assisted,no
Q3C430,Categorical,9,mother_assisted,dk
Q3C440,Categorical,1,operation_remove_uterus,yes
Q3C440,Categorical,2,operation_remove_uterus,no
Q3C440,Categorical,9,operation_remove_uterus,dk
Q3C450,Categorical,1,normal_delivery,yes
Q3C450,Categorical,2,normal_delivery,no
Q3C450,Categorical,9,normal_delivery,dk
Q3C460,Categorical,1,forceps,yes
Q3C460,Categorical,2,forceps,no
Q3C460,Categorical,9,forceps,dk
Q3C470,Categorical,1,caesarean,yes
Q3C470,Categorical,2,caesarean,no
Q3C470,Categorical,9,caesarean,dk
Q3C480,Categorical,1,premature,yes
Q3C480,Categorical,2,premature,no
Q3C480,Categorical,9,premature,dk
Q3G100,Categorical,1,vaccinated,yes
Q3G100,Categorical,2,vaccinated,no
Q3G100,Categorical,9,vaccinated,dk
Q3G110,Categorical,1,treatment,yes
Q3G110,Categorical,2,treatment,no
Q3G110,Categorical,9,treatment,dk
Q3G120,Categorical,1,oral_rehydration,yes
Q3G120,Categorical,2,oral_rehydration,no
Q3G120,Categorical,9,oral_rehydration,dk
Q3G130,Categorical,1,iv,yes
Q3G130,Categorical,2,iv,no
Q3G130,Categorical,9,iv,dk
Q3G140,Categorical,1,blood_transfusion,yes
Q3G140,Categorical,2,blood_transfusion,no
Q3G140,Categorical,9,blood_transfusion,dk
Q3G150,Categorical,1,feed_nose,yes
Q3G150,Categorical,2,feed_nose,no
Q3G150,Categorical,9,feed_nose,dk
Q3G160,Categorical,1,antibiotics,yes
Q3G160,Categorical,2,antibiotics,no
Q3G160,Categorical,9,antibiotics,dk
Q3G170,Categorical,1,operation,yes
Q3G170,Categorical,2,operation,no
Q3G170,Categorical,9,operation,dk
Q3G180,Categorical,1,operation_before_death,yes
Q3G180,Categorical,2,operation_before_death,no
Q3G180,Categorical,9,operation_before_death,dk
Q3G190,Categorical,1,discharged_ill,yes
Q3G190,Categorical,2,discharged_ill,no
Q3G190,Categorical,9,discharged_ill,dk
Q4A100,Categorical,1,travel_to_hosptial,yes
Q4A100,Categorical,2,travel_to_hosptial,no
Q4A100,Categorical,9,travel_to_hosptial,dk
Q4A110,Categorical,1,motor_transport,yes
Q4A110,Categorical,2,motor_transport,no
Q4A110,Categorical,9,motor_transport,dk
Q4A120,Categorical,1,admission_problems,yes
Q4A120,Categorical,2,admission_problems,no
Q4A120,Categorical,9,admission_problems,dk
Q4A130,Categorical,1,way_treated_problems,yes
Q4A130,Categorical,2,way_treated_problems,no
Q4A130,Categorical,9,way_treated_problems,dk
Q4A140,Categorical,1,medication_test_problems,yes
Q4A140,Categorical,2,medication_test_problems,no
Q4A140,Categorical,9,medication_test_problems,dk
Q4A150,Categorical,1,hospital_2_hours_away,yes
Q4A150,Categorical,2,hospital_2_hours_away,no
Q4A150,Categorical,9,hospital_2_hours_away,dk
Q4A160,Categorical,1,doubt_medical_care,yes
Q4A160,Categorical,2,doubt_medical_care,no
Q4A160,Categorical,9,doubt_medical_care,dk
Q4A170,Categorical,1,traditiaonal_medicine_used,yes
Q4A170,Categorical,2,traditiaonal_medicine_used,no
Q4A170,Categorical,9,traditiaonal_medicine_used,dk
Q4A180,Categorical,1,telephone_call_help,yes
Q4A180,Categorical,2,telephone_call_help,no
Q4A180,Categorical,9,telephone_call_help,dk
Q4A190,Categorical,1,treatment_cost_prohibit_household_payments,yes
Q4A190,Categorical,2,treatment_cost_prohibit_household_payments,no
Q4A190,Categorical,9,treatment_cost_prohibit_household_payments,dk
Q5A100_comment,Non-categorical,Non-categorical variable,interviewer_comments,
Q5A100_othercomment,Non-categorical,Non-categorical variable,interviewer_comments_other,
supervisorObservations,Non-categorical,Non-categorical variable,supervisor_comments,
