variable,variable_type,responses,question_standardized,response_standardized
mchst,Non-categorical,Non-categorical variable,months_chest_infections,
slpy,Categorical,YES,unusually_sleepy,yes
slpy,Categorical,NO,unusually_sleepy,no
slpy,Categorical,DK,unusually_sleepy,dk
dslpy,Non-categorical,Non-categorical variable,days_unusually_sleepy,
mslpy,Non-categorical,Non-categorical variable,months_unusually_sleepy,
stiffb,Categorical,YES,stiff,yes
stiffb,Categorical,NO,stiff,no
stiffb,Categorical,DK,stiff,dk
dstiffb,Non-categorical,Non-categorical variable,days_stiff,
mstiffb,Non-categorical,Non-categorical variable,months_stiff,
chiv,Categorical,"YES, HIV TESTED AND POSITIVE",hiv,yes
chiv,Categorical,ASSUMED HIV POSITIVE BUT NOT TESTED,hiv,assumed_not_tested
chiv,Categorical,NOT HIV INFECTED,hiv,no
chiv,Categorical,DK,hiv,dk
tbcont,Categorical,YES,mother_tb_diagnosed,yes
tbcont,Categorical,NO,mother_tb_diagnosed,no
tbcont,Categorical,NA,mother_tb_diagnosed,na
tbcont,Categorical,DK,mother_tb_diagnosed,dk
odis,Categorical,YES,suffer_chronic_illness,yes
odis,Categorical,NO,suffer_chronic_illness,no
odis,Categorical,DK,suffer_chronic_illness,dk
spodist,Non-categorical,Non-categorical variable,suffer_chronic_illness_specific,
asth,Categorical,YES,asthma,yes
asth,Categorical,NO,asthma,no
asth,Categorical,DK,asthma,dk
asth_duration,Non-categorical,Non-categorical variable,,
epil,Categorical,YES,epilepsy,yes
epil,Categorical,NO,epilepsy,no
epil,Categorical,DK,epilepsy,dk
epil_duration,Non-categorical,Non-categorical variable,,
ohea,Categorical,YES,heart_disease,yes
ohea,Categorical,NO,heart_disease,no
ohea,Categorical,DK,heart_disease,dk
ohea_duration,Non-categorical,Non-categorical variable,,
maln,Categorical,YES,malnutrition,yes
maln,Categorical,NO,malnutrition,no
maln,Categorical,DK,malnutrition,dk
maln_duration,Non-categorical,Non-categorical variable,,
can,Categorical,YES,cancer,yes
can,Categorical,NO,cancer,no
can,Categorical,DK,cancer,dk
can_duration,Non-categorical,Non-categorical variable,,
tb,Categorical,YES,tb,yes
tb,Categorical,NO,tb,no
tb,Categorical,DK,tb,dk
tb_duration,Non-categorical,Non-categorical variable,,
lep,Categorical,YES,leprosy,yes
lep,Categorical,NO,leprosy,no
lep,Categorical,DK,leprosy,dk
lep_duration,Non-categorical,Non-categorical variable,,
hiv,Categorical,YES,hiv,yes
hiv,Categorical,NO,hiv,no
hiv,Categorical,DK,hiv,dk
hiv_duration,Non-categorical,Non-categorical variable,,
diab,Categorical,YES,diabetes,yes
diab,Categorical,NO,diabetes,no
diab,Categorical,DK,diabetes,dk
diab_duration,Non-categorical,Non-categorical variable,,
othopd,Non-categorical,Non-categorical variable,operation_specific,
opdhead,Categorical,YES,operation_head,yes
opdhead,Categorical,NO,operation_head,no
opdhead,Categorical,DK,operation_head,dk
opdchest,Categorical,YES,operation_chest,yes
opdchest,Categorical,NO,operation_chest,no
opdchest,Categorical,DK,operation_chest,dk
opdabd,Categorical,YES,operation_abdomen,yes
opdabd,Categorical,NO,operation_abdomen,no
opdabd,Categorical,DK,operation_abdomen,dk
ORSDRIP,Categorical,YES,oral_rehydration,yes
ORSDRIP,Categorical,NO,oral_rehydration,no
ORSDRIP,Categorical,DK,oral_rehydration,dk
BLDTRS,Categorical,YES,blood_transfusion,yes
BLDTRS,Categorical,NO,blood_transfusion,no
BLDTRS,Categorical,DK,blood_transfusion,dk
FEEDNOSE,Categorical,YES,feed_nose,yes
FEEDNOSE,Categorical,NO,feed_nose,no
FEEDNOSE,Categorical,DK,feed_nose,dk
